WP_011223034.1;796;796;100;0.0;{0 795};Haloarcula marismortui;DNA topoisomerase VI subunit B
WP_007187988.1;796;796;100;0.0;{0 795};Haloarcula californiae;DNA topoisomerase VI subunit B
WP_004962321.1;796;796;100;0.0;{0 795};Haloarcula sinaiiensis;DNA topoisomerase VI subunit B
WP_121302903.1;795;795;100;0.0;{0 794};Haloarcula quadrata;DNA topoisomerase VI subunit B
WP_058996431.1;796;796;100;0.0;{0 795};Haloarcula sp. CBA1127;DNA topoisomerase VI subunit B
WP_050037845.1;796;796;100;0.0;{0 795};Haloarcula;MULTISPECIES: DNA topoisomerase VI subunit B
WP_005535003.1;796;796;100;0.0;{0 795};Haloarcula argentinensis;DNA topoisomerase VI subunit B
WP_014040063.1;796;796;100;0.0;{0 795};Haloarcula hispanica;DNA topoisomerase VI subunit B
WP_008309775.1;796;796;100;0.0;{0 795};Haloarcula amylolytica;DNA topoisomerase VI subunit B
WP_004593131.1;796;796;100;0.0;{0 795};Haloarcula japonica;DNA topoisomerase VI subunit B
WP_004515705.1;796;796;100;0.0;{0 795};Haloarcula vallismortis;DNA topoisomerase VI subunit B
WP_064288501.1;796;796;100;0.0;{0 795};Haloarcula sp. K1;DNA topoisomerase VI subunit B
WP_121510835.1;796;796;100;0.0;{0 795};Haloarcula sp. Atlit-7R;DNA topoisomerase VI subunit B
WP_121536825.1;796;796;100;0.0;{0 795};Haloarcula sp. Atlit-120R;DNA topoisomerase VI subunit B
WP_101349793.1;796;796;100;0.0;{0 795};Haloarcula taiwanensis;DNA topoisomerase VI subunit B
WP_053969459.1;795;795;100;0.0;{0 794};Haloarcula rubripromontorii;DNA topoisomerase VI subunit B
WP_121577534.1;796;796;100;0.0;{0 795};Haloarcula sp. Atlit-47R;DNA topoisomerase VI subunit B
WP_123534611.1;811;811;100;0.0;{0 810};Halosimplex sp. YPL4;DNA topoisomerase VI subunit B
PSQ03772.1;811;811;100;0.0;{0 810};Halobacteriales archaeon QS_4_69_31;DNA topoisomerase VI subunit B
WP_006884143.1;812;812;100;0.0;{0 811};Halosimplex carlsbadense;DNA topoisomerase VI subunit B
WP_049995565.1;807;805;100;0.0;{0 804};Halapricum salinum;DNA topoisomerase VI subunit B
PSQ27316.1;809;809;100;0.0;{0 808};Halobacteriales archaeon QS_9_67_15;DNA topoisomerase VI subunit B
WP_018258262.1;808;808;100;0.0;{0 807};Halomicrobium katesii;DNA topoisomerase VI subunit B
WP_015763676.1;807;807;100;0.0;{0 806};Halomicrobium mukohataei;DNA topoisomerase VI subunit B
WP_089817375.1;807;807;100;0.0;{0 806};Halomicrobium zhouii;DNA topoisomerase VI subunit B
WP_092703359.1;793;793;100;0.0;{0 792};Halovenus aranensis;DNA topoisomerase VI subunit B
PSQ47767.1;793;792;100;0.0;{0 791};Halobacteriales archaeon SW_7_65_23;DNA topoisomerase VI subunit B
WP_092661648.1;795;795;100;0.0;{0 794};Halorientalis persicus;DNA topoisomerase VI subunit B
WP_058365846.1;806;805;100;0.0;{1 805};Haloparvum sedimenti;DNA topoisomerase VI subunit B
WP_092687209.1;795;795;100;0.0;{0 794};Halorientalis regularis;DNA topoisomerase VI subunit B
PSP82878.1;795;795;100;0.0;{0 794};Halobacteriales archaeon QS_1_68_17;DNA topoisomerase VI subunit B
WP_077204751.1;795;795;100;0.0;{0 794};Halorientalis sp. IM1011;DNA topoisomerase VI subunit B
WP_114586501.1;800;800;100;0.0;{0 799};Haloplanus sp. CBA1113;DNA topoisomerase VI subunit B
WP_049941127.1;810;808;100;0.0;{0 807};Halorhabdus utahensis;DNA topoisomerase VI subunit B
