WP_011034342.1;369;369;100;0.0;{0 368};Methanosarcina mazei;DNA topoisomerase IV subunit A
WP_048043676.1;369;369;100;0.0;{0 368};Methanosarcina mazei;DNA topoisomerase IV subunit A
WP_048038739.1;369;369;100;0.0;{0 368};Methanosarcina;MULTISPECIES: DNA topoisomerase IV subunit A
WP_048041106.1;369;369;100;0.0;{0 368};Methanosarcina mazei;DNA topoisomerase IV subunit A
AGF97784.1;369;369;100;0.0;{0 368};Methanosarcina mazei Tuc01;DNA topoisomerase VI subunit A
WP_048140975.1;369;369;100;0.0;{0 368};Methanosarcina horonobensis;DNA topoisomerase IV subunit A
WP_048107224.1;369;369;100;0.0;{0 368};Methanosarcina barkeri;DNA topoisomerase IV subunit A
WP_048128628.1;369;369;100;0.0;{0 368};Methanosarcina;MULTISPECIES: DNA topoisomerase IV subunit A
WP_048161494.1;369;368;100;0.0;{0 367};Methanosarcina sp. 1.H.A.2.2;DNA topoisomerase IV subunit A
OEU41986.1;369;363;98;0.0;{6 368};Methanosarcina sp. Ant1;DNA topoisomerase VI
WP_048137423.1;369;369;100;0.0;{0 368};Methanosarcina;MULTISPECIES: DNA topoisomerase IV subunit A
WP_048169114.1;369;369;100;0.0;{0 368};Methanosarcina sp. 2.H.A.1B.4;DNA topoisomerase IV subunit A
WP_048132569.1;369;368;100;0.0;{0 367};Methanosarcina sp. 1.H.T.1A.1;DNA topoisomerase IV subunit A
WP_048065160.1;373;369;99;0.0;{4 372};Methanosarcina acetivorans;DNA topoisomerase IV subunit A
WP_048124873.1;369;369;100;0.0;{0 368};Methanosarcina lacustris;DNA topoisomerase IV subunit A
AAM04999.1;393;369;94;0.0;{24 392};Methanosarcina acetivorans C2A;DNA topoisomerase subunit A
WP_128505693.1;369;369;100;0.0;{0 368};Methanosarcina sp. MSH10X1;DNA topoisomerase IV subunit A
WP_048171934.1;373;369;99;0.0;{4 372};Methanosarcina siciliae;DNA topoisomerase IV subunit A
WP_048182353.1;373;369;99;0.0;{4 372};Methanosarcina siciliae;DNA topoisomerase IV subunit A
WP_048166782.1;369;369;100;0.0;{0 368};Methanosarcina thermophila;DNA topoisomerase IV subunit A
WP_054297647.1;369;369;100;0.0;{0 368};Methanosarcina flavescens;DNA topoisomerase IV subunit A
WP_048120869.1;369;369;100;0.0;{0 368};Methanosarcina;MULTISPECIES: DNA topoisomerase IV subunit A
WP_048117747.1;369;363;98;0.0;{6 368};Methanosarcina;MULTISPECIES: DNA topoisomerase IV subunit A
WP_011307747.1;369;363;98;0.0;{6 368};Methanosarcina barkeri;DNA topoisomerase IV subunit A
WP_048178164.1;372;364;98;0.0;{7 370};Methanosarcina sp. MTP4;DNA topoisomerase IV subunit A
WP_015054742.1;369;369;100;0.0;{0 368};Methanolobus psychrophilus;DNA topoisomerase IV subunit A
WP_048205781.1;373;369;99;0.0;{4 372};Methanococcoides methylutens;DNA topoisomerase IV subunit A
WP_048195130.1;373;369;99;0.0;{4 372};Methanococcoides methylutens;DNA topoisomerase IV subunit A
WP_011499271.1;373;360;97;0.0;{13 372};Methanococcoides burtonii;DNA topoisomerase IV subunit A
WP_091688658.1;373;360;97;0.0;{13 372};Methanococcoides vulcani;DNA topoisomerase IV subunit A
WP_048815631.1;371;368;99;0.0;{1 368};Methanosalsum zhilinae;DNA topoisomerase IV subunit A
AEH60622.1;373;368;99;0.0;{3 370};Methanosalsum zhilinae DSM 4017;DNA topoisomerase (ATP-hydrolyzing)
WP_013194815.1;370;360;97;0.0;{10 369};Methanohalobium evestigatum;DNA topoisomerase IV subunit A
WP_072359231.1;367;365;99;0.0;{2 366};Methanohalophilus portucalensis;DNA topoisomerase IV subunit A
WP_123136601.1;367;365;99;0.0;{2 366};Methanohalophilus sp. RSK;DNA topoisomerase IV subunit A
WP_015324080.1;369;369;100;0.0;{0 368};Methanomethylovorans hollandica;DNA topoisomerase IV subunit A
WP_013036975.1;367;365;99;0.0;{2 366};Methanohalophilus mahii;DNA topoisomerase IV subunit A
WP_096712962.1;367;365;99;0.0;{2 366};Methanohalophilus;MULTISPECIES: DNA topoisomerase IV subunit A
WP_023844144.1;369;369;100;0.0;{0 368};Methanolobus tindarius;DNA topoisomerase IV subunit A
WP_105460712.1;367;365;99;0.0;{2 366};Methanohalophilus euhalobius;DNA topoisomerase IV subunit A
WP_072560390.1;367;365;99;0.0;{2 366};Methanohalophilus halophilus;DNA topoisomerase IV subunit A
WP_094228918.1;369;369;100;0.0;{0 368};Methanolobus psychrotolerans;DNA topoisomerase IV subunit A
WP_091932199.1;369;369;100;0.0;{0 368};Methanolobus profundi;DNA topoisomerase IV subunit A
WP_091709709.1;369;362;98;0.0;{7 368};Methanolobus vulcani;DNA topoisomerase IV subunit A
PPA79302.1;373;361;97;0.0;{12 372};ANME-2 cluster archaeon HR1;Type 2 DNA topoisomerase 6 subunit A
RJS70481.1;357;354;99;0.0;{3 356};ANME-2 cluster archaeon;DNA topoisomerase IV subunit A
RCU60833.1;360;355;99;0.0;{5 359};ANME-2 cluster archaeon;DNA topoisomerase VI
KUK45008.1;360;354;98;0.0;{6 359};Methanosaeta harundinacea;Type 2 DNA topoisomerase 6 subunit A
RLG29942.1;360;357;99;0.0;{3 359};Methanosarcinales archaeon;DNA topoisomerase VI
PXF62142.1;360;357;99;0.0;{3 359};ANME-2 cluster archaeon;DNA topoisomerase VI
WP_014585669.1;360;351;98;0.0;{9 359};Methanosaeta harundinacea;DNA topoisomerase IV subunit A
OYV11693.1;377;354;94;0.0;{23 376};Methanosaeta sp. NSM2;DNA topoisomerase VI subunit A
WP_013719236.1;375;354;94;0.0;{21 374};Methanothrix soehngenii;DNA topoisomerase IV subunit A
