O05207.1;530;530;100;0.0;{0 529};Saccharolobus shibatae B12;RecName: Full=Type 2 DNA topoisomerase 6 subunit B, AltName: Full=Type II DNA topoisomerase VI subunit B, Short=TopoVI-B 2ZBK_B Chain B, Crystal Structure Of An Intact Type Ii Dna Topoisomerase: Insights Into Dna Transfer Mechanisms 2ZBK_D Chain D, Crystal Structure Of An Intact Type Ii Dna Topoisomerase: Insights Into Dna Transfer Mechanisms 2ZBK_F Chain F, Crystal Structure Of An Intact Type Ii Dna Topoisomerase: Insights Into Dna Transfer Mechanisms 2ZBK_H Chain H, Crystal Structure Of An Intact Type Ii Dna Topoisomerase: Insights Into Dna Transfer Mechanisms CAA71604.1 type II DNA topoisomerase subunit B
WP_012711263.1;530;530;100;0.0;{0 529};Sulfolobus islandicus;DNA topoisomerase VI subunit B
WP_012717515.1;530;530;100;0.0;{0 529};Sulfolobus islandicus;DNA topoisomerase VI subunit B
WP_016732475.1;530;530;100;0.0;{0 529};Sulfolobus islandicus;DNA topoisomerase VI subunit B
WP_009992415.1;530;530;100;0.0;{0 529};Saccharolobus solfataricus;DNA topoisomerase VI subunit B
1MU5_A;471;469;100;0.0;{2 470};Unknown unknown;Chain A, Structure Of Topoisomerase Subunit
1Z5A_A;469;469;100;0.0;{0 468};Unknown unknown;Chain A, Topoisomerase Vi-B, Adp-Bound Dimer Form
1MX0_A;472;470;100;0.0;{2 471};Unknown unknown;Chain A, Structure Of Topoisomerase Subunit
1Z59_A;469;469;100;0.0;{0 468};Unknown unknown;Chain A, Topoisomerase Vi-B, Adp-Bound Monomer Form
WP_069281699.1;531;531;100;0.0;{0 530};Sulfolobus sp. A20;DNA topoisomerase VI subunit B
WP_054845562.1;527;525;100;0.0;{0 524};Sulfolobus sp. JCM 16833;DNA topoisomerase VI subunit B
PVU71090.1;534;534;100;0.0;{0 533};Sulfolobus sp. SCGC AB-777_L09;DNA topoisomerase VI subunit B
WP_011278153.1;532;530;100;0.0;{0 529};Sulfolobus acidocaldarius;DNA topoisomerase VI subunit B
AHC51583.1;532;530;100;0.0;{0 529};Sulfolobus acidocaldarius SUSAZ;DNA topoisomerase VI subunit B
EWG07091.1;529;527;100;0.0;{0 526};Candidatus Aramenus sulfurataquae;DNA topoisomerase VI subunit B
WP_012021696.1;531;530;100;0.0;{0 529};Metallosphaera sedula;DNA topoisomerase VI subunit B
WP_013776217.1;527;524;99;0.0;{2 525};Acidianus hospitalis;DNA topoisomerase VI subunit B
WP_054836255.1;531;530;100;0.0;{0 529};Metallosphaera hakonensis;DNA topoisomerase VI subunit B
WP_110380711.1;527;524;99;0.0;{2 525};Acidianus sulfidivorans;DNA topoisomerase VI subunit B
WP_013737080.1;531;530;100;0.0;{0 529};Metallosphaera cuprina;DNA topoisomerase VI subunit B
WP_110270913.1;529;527;100;0.0;{0 526};Acidianus brierleyi;DNA topoisomerase VI subunit B
ARM76591.1;527;524;99;0.0;{2 525};Acidianus manzaensis;DNA topoisomerase VI subunit B
EZQ06780.1;528;524;99;0.0;{3 526};Candidatus Acidianus copahuensis;DNA topoisomerase VI subunit B
WP_081801211.1;527;524;99;0.0;{2 525};Candidatus Acidianus copahuensis;DNA topoisomerase VI subunit B
WP_009074918.1;531;530;100;0.0;{0 529};Metallosphaera yellowstonensis;DNA topoisomerase VI subunit B
WP_010979316.1;532;529;99;0.0;{1 529};Sulfurisphaera tokodaii;DNA topoisomerase VI subunit B
WP_126449911.1;530;521;98;0.0;{4 524};Sulfodiicoccus acidiphilus;DNA topoisomerase VI subunit B
